Cellulose,Hemicellulose,Lignin,Size,Temp,Time,SL_ratio,HBA_HBD_ratio,MW,pKa,HBD_count,HBA_count,viscosity,biomass_enc,hbd_enc,LRY
43.2,20.8,28.5,0.42,130,6.0,0.05,0.5,90.08,3.86,2.0,3.0,10.0,58.59229471264368,52.767703761755484,97.9
43.2,20.8,28.5,0.42,70,9.0,0.05,0.1666666666666666,61.08,9.5,2.0,2.0,10.0,58.59229471264368,75.025,63.78
48.6,20.9,25.8,0.38,80,4.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,59.49574712643678,57.187948717948714,43.28
48.6,20.9,25.8,0.38,90,4.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,59.49574712643678,57.187948717948714,57.56
48.6,20.9,25.8,0.38,100,4.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,63.24929668499084,54.351578947368424,69.53
48.6,20.9,25.8,0.38,110,4.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,63.24929668499084,54.351578947368424,82.07
48.6,20.9,25.8,0.38,120,4.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,64.10303779171021,57.676585365853654,88.42
45.44,26.17,26.1,0.38,120,3.0,0.05,0.5,90.08,3.86,2.0,3.0,10.0,59.49574712643678,53.016349206349204,88.6784482758621
45.44,26.17,26.1,0.38,120,3.0,0.05,0.5,60.05,4.76,1.0,2.0,1.5,58.59229471264368,68.353,86.3462068965517
45.44,26.17,26.1,0.38,120,3.0,0.05,0.5,46.03,3.75,1.0,2.0,1.5,64.35131609195403,56.75,87.596724137931
45.44,26.17,26.1,0.38,120,3.0,0.05,0.5,134.09,3.4,3.0,5.0,10.0,64.10303779171021,20.183333333333334,86.0467432950192
45.44,26.17,26.1,0.38,120,3.0,0.05,0.5,192.12,3.13,4.0,7.0,50.0,59.49574712643678,15.44,87.2257011494253
45.44,26.17,26.1,0.38,120,3.0,0.05,1.0,172.2,-1.34,1.0,3.0,1.5,63.24929668499084,66.8,98.4997509578544
38.4,21.3,29.6,1.0,110,1.5,0.0666666666666666,2.0,90.08,3.86,2.0,3.0,10.0,63.24929668499084,53.66330982236155,0.2
38.4,21.3,29.6,1.0,110,1.5,0.0666666666666666,1.0,90.08,3.86,2.0,3.0,10.0,64.35131609195403,51.86124521072797,11.2
38.4,21.3,29.6,1.0,110,1.5,0.0666666666666666,0.5,90.08,3.86,2.0,3.0,10.0,63.24929668499084,53.66330982236155,23.7
38.4,21.3,29.6,1.0,110,1.5,0.0666666666666666,0.25,90.08,3.86,2.0,3.0,10.0,58.59229471264368,52.767703761755484,42.3
38.4,21.3,29.6,1.0,110,1.5,0.0666666666666666,0.125,90.08,3.86,2.0,3.0,10.0,63.24929668499084,53.66330982236155,41.2
38.4,21.3,29.6,1.0,130,1.5,0.0666666666666666,2.0,90.08,3.86,2.0,3.0,10.0,64.35131609195403,51.86124521072797,19.0
38.4,21.3,29.6,1.0,130,1.5,0.0666666666666666,1.0,90.08,3.86,2.0,3.0,10.0,64.10303779171021,52.52197783251232,25.5
38.4,21.3,29.6,1.0,130,1.5,0.0666666666666666,0.5,90.08,3.86,2.0,3.0,10.0,63.24929668499084,53.66330982236155,66.1
38.4,21.3,29.6,1.0,130,1.5,0.0666666666666666,0.25,90.08,3.86,2.0,3.0,10.0,63.24929668499084,53.66330982236155,83.6
38.4,21.3,29.6,1.0,130,1.5,0.0666666666666666,0.125,90.08,3.86,2.0,3.0,10.0,64.10303779171021,52.52197783251232,84.1
29.1,12.6,18.2,0.55,90,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,33.6
29.1,12.6,18.2,0.55,90,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,38.8
29.1,12.6,18.2,0.55,90,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,49.2
29.1,12.6,18.2,0.55,90,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,51.5
29.1,12.6,18.2,0.55,90,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,51.6
29.1,12.6,18.2,0.55,100,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,42.5
29.1,12.6,18.2,0.55,100,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,33.6
29.1,12.6,18.2,0.55,100,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,64.7
29.1,12.6,18.2,0.55,100,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,62.3
29.1,12.6,18.2,0.55,100,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,67.49911764705882,57.676585365853654,54.0
29.1,12.6,18.2,0.55,110,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,59.9
29.1,12.6,18.2,0.55,110,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,52.4
29.1,12.6,18.2,0.55,110,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,60.1
29.1,12.6,18.2,0.55,110,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,72.3
29.1,12.6,18.2,0.55,110,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,60.0
29.1,12.6,18.2,0.55,120,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,61.5
29.1,12.6,18.2,0.55,120,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,61.3
29.1,12.6,18.2,0.55,120,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,67.49911764705882,57.676585365853654,75.2
29.1,12.6,18.2,0.55,120,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,74.7
29.1,12.6,18.2,0.55,120,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,58.1
29.1,12.6,18.2,0.55,130,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,70.35068965517242,56.72243902439024,83.6
29.1,12.6,18.2,0.55,130,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,81.5
29.1,12.6,18.2,0.55,130,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,79.8
29.1,12.6,18.2,0.55,130,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,67.49911764705882,57.676585365853654,73.8
29.1,12.6,18.2,0.55,130,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,69.17833333333333,57.187948717948714,60.6
29.1,12.6,18.2,0.55,140,1.0,0.1,2.5,90.03,1.25,2.0,4.0,10.0,67.49911764705882,57.676585365853654,79.8
29.1,12.6,18.2,0.55,140,1.0,0.1,2.0,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,86.5
29.1,12.6,18.2,0.55,140,1.0,0.1,1.0,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,76.1
29.1,12.6,18.2,0.55,140,1.0,0.1,0.5,90.03,1.25,2.0,4.0,10.0,68.2253125,54.351578947368424,69.6
29.1,12.6,18.2,0.55,140,1.0,0.1,0.3333333333333333,90.03,1.25,2.0,4.0,10.0,67.51806451612903,55.495365853658534,64.3
43.2,22.46,21.53,0.9,120,1.0,0.075,0.5,74.04,3.18,2.0,3.0,10.0,70.35068965517242,92.77833333333332,61.54
43.2,22.46,21.53,0.9,130,1.0,0.075,0.5,74.04,3.18,2.0,3.0,10.0,67.51806451612903,88.96571428571428,79.93
43.2,22.46,21.53,0.9,140,1.0,0.075,0.5,74.04,3.18,2.0,3.0,10.0,68.2253125,88.21375,93.08
43.2,22.46,21.53,0.9,130,1.0,0.075,0.3333333333333333,74.04,3.18,2.0,3.0,10.0,70.35068965517242,92.77833333333332,90.57
43.2,22.46,21.53,0.9,130,1.0,0.075,0.25,74.04,3.18,2.0,3.0,10.0,67.49911764705882,88.10875,93.92
43.2,22.46,21.53,0.9,130,1.0,0.075,0.2,74.04,3.18,2.0,3.0,10.0,69.17833333333333,86.45,95.54
43.2,22.46,21.53,0.9,130,0.5,0.075,0.25,74.04,3.18,2.0,3.0,10.0,70.35068965517242,92.77833333333332,90.01
43.2,22.46,21.53,0.9,130,1.5,0.075,0.25,74.04,3.18,2.0,3.0,10.0,67.51806451612903,88.96571428571428,96.1
43.2,22.46,21.53,0.9,130,2.0,0.075,0.25,74.04,3.18,2.0,3.0,10.0,69.17833333333333,86.45,98.1
30.8,12.4,15.1,0.38,160,0.1667,0.1,1.0,46.03,3.75,1.0,2.0,1.5,38.83642857142858,78.898908045977,21.15
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,32.956,55.495365853658534,44.73
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,104.06,2.83,2.0,4.0,10.0,32.956,50.13833333333333,13.81
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,118.09,4.21,2.0,4.0,10.0,32.956,51.91873394948207,11.9
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,134.09,3.4,3.0,5.0,10.0,29.623076923076926,43.355581098339734,16.53
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,150.09,2.98,4.0,6.0,50.0,29.623076923076926,51.91873394948207,16.07
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,192.12,3.13,4.0,7.0,50.0,38.83642857142858,64.37285057471266,15.44
30.8,12.4,15.1,0.38,100,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,38.83642857142858,57.676585365853654,28.25
30.8,12.4,15.1,0.38,120,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,31.718235294117648,57.187948717948714,37.74
30.8,12.4,15.1,0.38,140,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,29.623076923076926,54.351578947368424,39.67
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,29.623076923076926,54.351578947368424,42.15
30.8,12.4,15.1,0.38,180,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,31.718235294117648,57.187948717948714,43.73
30.8,12.4,15.1,0.38,160,0.0833,0.1,0.5,90.03,1.25,2.0,4.0,10.0,38.83642857142858,57.676585365853654,4.79
30.8,12.4,15.1,0.38,160,0.1333,0.1,0.5,90.03,1.25,2.0,4.0,10.0,38.83642857142858,57.676585365853654,7.34
30.8,12.4,15.1,0.38,160,0.1667,0.1,0.5,90.03,1.25,2.0,4.0,10.0,30.609411764705882,56.72243902439024,46.14
30.8,12.4,15.1,0.38,160,0.2,0.1,0.5,90.03,1.25,2.0,4.0,10.0,30.609411764705882,56.72243902439024,54.18
30.8,12.4,15.1,0.38,160,0.2,0.0833333333333333,0.5,90.03,1.25,2.0,4.0,10.0,29.623076923076926,54.351578947368424,55.42
30.8,12.4,15.1,0.38,160,0.2,0.0714285714285714,0.5,90.03,1.25,2.0,4.0,10.0,29.623076923076926,54.351578947368424,65.74
30.8,12.4,15.1,0.38,160,0.2,0.0625,0.5,90.03,1.25,2.0,4.0,10.0,32.956,55.495365853658534,55.9
51.8,17.5,17.8,1.0,70,2.0,0.05,1.0,126.07,1.25,4.0,5.0,10.0,45.87932584269663,59.2922191011236,24.4
51.8,17.5,17.8,1.0,80,2.0,0.05,1.0,126.07,1.25,4.0,5.0,10.0,48.81610486891386,57.036860541969595,33.8
51.8,17.5,17.8,1.0,90,2.0,0.05,1.0,126.07,1.25,4.0,5.0,10.0,48.8,58.45222222222222,59.3
51.8,17.5,17.8,1.0,100,2.0,0.05,1.0,126.07,1.25,4.0,5.0,10.0,45.87932584269663,59.2922191011236,72.9
51.8,17.5,17.8,1.0,90,1.0,0.05,1.0,126.07,1.25,4.0,5.0,10.0,48.8,58.45222222222222,32.0
51.8,17.5,17.8,1.0,90,1.5,0.05,1.0,126.07,1.25,4.0,5.0,10.0,48.8,58.45222222222222,40.19662921348315
51.8,17.5,17.8,1.0,90,2.5,0.05,1.0,126.07,1.25,4.0,5.0,10.0,43.76610486891386,53.05759051186018,64.1
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,60.05,4.76,1.0,2.0,1.5,55.961,71.5247290640394,57.63
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,46.03,3.75,1.0,2.0,1.5,55.67111111111112,68.248908045977,53.1
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.67111111111112,52.767703761755484,67.3
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,60.06,13.9,2.0,2.0,1.5,56.505,36.005810157790926,39.23
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,92.09,14.4,3.0,3.0,50.0,55.67111111111112,34.125959425190196,47.56
36.49,14.91,13.1,0.5,60,1.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.961,53.016349206349204,51.91
36.49,14.91,13.1,0.5,60,2.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,56.39000000000001,51.86124521072797,52.29
36.49,14.91,13.1,0.5,60,3.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.961,53.016349206349204,55.0
36.49,14.91,13.1,0.5,80,1.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.67111111111112,52.767703761755484,52.75
36.49,14.91,13.1,0.5,80,2.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,56.39000000000001,51.86124521072797,55.88
36.49,14.91,13.1,0.5,80,3.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.69307692307692,52.52197783251232,60.84
36.49,14.91,13.1,0.5,100,1.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.961,53.016349206349204,60.7
36.49,14.91,13.1,0.5,100,2.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,55.67111111111112,52.767703761755484,63.1
36.49,14.91,13.1,0.5,100,3.0,0.1,0.5,90.08,3.86,2.0,3.0,10.0,56.505,53.66330982236155,67.56
28.02,24.15,18.11,1.0,80,3.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,30.518333333333334,33.77110868888197,12.2
28.02,24.15,18.11,1.0,80,6.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,28.217142857142857,34.80214990138067,12.2
28.02,24.15,18.11,1.0,80,16.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,30.518333333333334,33.77110868888197,13.31
28.02,24.15,18.11,1.0,115,3.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,21.038333333333334,34.10389909685457,24.35
28.02,24.15,18.11,1.0,115,6.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,28.217142857142857,34.80214990138067,25.46
28.02,24.15,18.11,1.0,115,16.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,30.518333333333334,33.77110868888197,26.56
28.02,24.15,18.11,1.0,150,3.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,24.835,34.125959425190196,36.5
28.02,24.15,18.11,1.0,150,6.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,21.038333333333334,34.10389909685457,40.92
28.02,24.15,18.11,1.0,150,16.0,0.0625,0.5,92.09,14.4,3.0,3.0,50.0,21.038333333333334,34.10389909685457,43.68
